m,TagName,
"2016-11-01 00:00:00","javascript","20489"
"2016-11-01 00:00:00","perl","370"
"2016-11-01 00:00:00","php","11906"
"2016-11-01 00:00:00","python","14162"
"2016-11-01 00:00:00","r","3557"
"2016-11-01 00:00:00","ruby","1755"
"2016-11-01 00:00:00","swift","4359"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","c","2792"
"2016-12-01 00:00:00","c#","10676"
"2016-12-01 00:00:00","c++","5220"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","go","495"
"2016-12-01 00:00:00","java","13826"
"2016-12-01 00:00:00","javascript","19776"
"2016-12-01 00:00:00","perl","336"
"2016-12-01 00:00:00","php","11447"
"2016-12-01 00:00:00","python","13022"
"2016-12-01 00:00:00","r","3149"
"2016-12-01 00:00:00","ruby","1627"
"2016-12-01 00:00:00","swift","3925"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c","2754"
"2017-01-01 00:00:00","c#","11681"
"2017-01-01 00:00:00","c++","5642"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","559"
"2017-01-01 00:00:00","java","14539"
"2017-01-01 00:00:00","javascript","21374"
"2017-01-01 00:00:00","perl","325"
"2017-01-01 00:00:00","php","12571"
"2017-01-01 00:00:00","python","14244"
"2017-01-01 00:00:00","r","3486"
"2017-01-01 00:00:00","ruby","1821"
"2017-01-01 00:00:00","swift","4329"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2725"
"2017-02-01 00:00:00","c#","11471"
"2017-02-01 00:00:00","c++","5162"
"2017-02-01 00:00:00","delphi","303"
"2017-02-01 00:00:00","go","553"
"2017-02-01 00:00:00","java","14537"
"2017-02-01 00:00:00","javascript","21164"
"2017-02-01 00:00:00","perl","398"
"2017-02-01 00:00:00","php","12446"
"2017-02-01 00:00:00","python","14753"
"2017-02-01 00:00:00","r","3673"
"2017-02-01 00:00:00","ruby","1623"
"2017-02-01 00:00:00","swift","4048"
"2017-03-01 00:00:00","assembly","371"
"2017-03-01 00:00:00","c","2962"
"2017-03-01 00:00:00","c#","12974"
"2017-03-01 00:00:00","c++","6213"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","go","651"
"2017-03-01 00:00:00","java","17284"
"2017-03-01 00:00:00","javascript","23676"
"2017-03-01 00:00:00","perl","409"
"2017-03-01 00:00:00","php","13987"
"2017-03-01 00:00:00","python","17106"
"2017-03-01 00:00:00","r","4600"
"2017-03-01 00:00:00","ruby","1790"
"2017-03-01 00:00:00","swift","4607"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","c","2848"
"2017-04-01 00:00:00","c#","11079"
"2017-04-01 00:00:00","c++","5866"
"2017-04-01 00:00:00","delphi","263"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","java","15909"
"2017-04-01 00:00:00","javascript","21208"
"2017-04-01 00:00:00","perl","369"
"2017-04-01 00:00:00","php","12357"
"2017-04-01 00:00:00","python","15621"
"2017-04-01 00:00:00","r","4262"
"2017-04-01 00:00:00","ruby","1488"
"2017-04-01 00:00:00","swift","3907"
"2017-05-01 00:00:00","assembly","348"
"2017-05-01 00:00:00","c","2742"
"2017-05-01 00:00:00","c#","11964"
"2017-05-01 00:00:00","c++","5292"
"2017-05-01 00:00:00","delphi","317"
"2017-05-01 00:00:00","go","583"
"2017-05-01 00:00:00","java","16313"
"2017-05-01 00:00:00","javascript","22369"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","php","12994"
"2017-05-01 00:00:00","python","16157"
"2017-05-01 00:00:00","r","4313"
"2017-05-01 00:00:00","ruby","1520"
"2017-05-01 00:00:00","swift","4089"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c","2347"
"2017-06-01 00:00:00","c#","11288"
"2017-06-01 00:00:00","c++","4674"
"2017-06-01 00:00:00","delphi","245"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14595"
"2017-06-01 00:00:00","javascript","21551"
"2017-06-01 00:00:00","perl","312"
"2017-06-01 00:00:00","php","11695"
"2017-06-01 00:00:00","python","15983"
"2017-06-01 00:00:00","r","4444"
"2017-06-01 00:00:00","ruby","1415"
"2017-06-01 00:00:00","swift","4191"
"2017-07-01 00:00:00","assembly","220"
"2017-07-01 00:00:00","c","2040"
"2017-07-01 00:00:00","c#","11192"
"2017-07-01 00:00:00","c++","5009"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","go","655"
"2017-07-01 00:00:00","java","14099"
"2017-07-01 00:00:00","javascript","21581"
"2017-07-01 00:00:00","perl","323"
"2017-07-01 00:00:00","php","11714"
"2017-07-01 00:00:00","python","16882"
"2017-07-01 00:00:00","r","4577"
"2017-07-01 00:00:00","ruby","1521"
"2017-07-01 00:00:00","swift","4344"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c","2038"
"2017-08-01 00:00:00","c#","10939"
"2017-08-01 00:00:00","c++","4786"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","go","607"
"2017-08-01 00:00:00","java","13739"
"2017-08-01 00:00:00","javascript","21312"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","php","11591"
"2017-08-01 00:00:00","python","16460"
"2017-08-01 00:00:00","r","4565"
"2017-08-01 00:00:00","ruby","1392"
"2017-08-01 00:00:00","swift","4172"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2098"
"2017-09-01 00:00:00","c#","9860"
"2017-09-01 00:00:00","c++","4462"
"2017-09-01 00:00:00","delphi","260"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","java","12731"
"2017-09-01 00:00:00","javascript","18962"
"2017-09-01 00:00:00","perl","297"
"2017-09-01 00:00:00","php","10643"
"2017-09-01 00:00:00","python","15431"
"2017-09-01 00:00:00","r","4220"
"2017-09-01 00:00:00","ruby","1222"
"2017-09-01 00:00:00","swift","3756"
"2017-10-01 00:00:00","assembly","332"
"2017-10-01 00:00:00","c","2772"
"2017-10-01 00:00:00","c#","10215"
"2017-10-01 00:00:00","c++","5211"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","614"
"2017-10-01 00:00:00","java","13979"
"2017-10-01 00:00:00","javascript","19831"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10788"
"2017-10-01 00:00:00","python","16922"
"2017-10-01 00:00:00","r","4542"
"2017-10-01 00:00:00","ruby","1298"
"2017-10-01 00:00:00","swift","3893"
"2017-11-01 00:00:00","assembly","384"
"2017-11-01 00:00:00","c","2947"
"2017-11-01 00:00:00","c#","9775"
"2017-11-01 00:00:00","c++","5031"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","go","655"
"2017-11-01 00:00:00","java","14152"
"2017-11-01 00:00:00","javascript","19383"
"2017-11-01 00:00:00","perl","265"
"2017-11-01 00:00:00","php","10554"
"2017-11-01 00:00:00","python","16937"
"2017-11-01 00:00:00","r","4501"
"2017-11-01 00:00:00","ruby","1174"
"2017-11-01 00:00:00","swift","3662"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2191"
"2017-12-01 00:00:00","c#","8584"
"2017-12-01 00:00:00","c++","4452"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","go","524"
"2017-12-01 00:00:00","java","11963"
"2017-12-01 00:00:00","javascript","16940"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9081"
"2017-12-01 00:00:00","python","14907"
"2017-12-01 00:00:00","r","3713"
"2017-12-01 00:00:00","ruby","1018"
"2017-12-01 00:00:00","swift","3196"
"2018-01-01 00:00:00","assembly","253"
"2018-01-01 00:00:00","c","2212"
"2018-01-01 00:00:00","c#","9359"
"2018-01-01 00:00:00","c++","4746"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","542"
"2018-01-01 00:00:00","java","12324"
"2018-01-01 00:00:00","javascript","18879"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10069"
"2018-01-01 00:00:00","python","16212"
"2018-01-01 00:00:00","r","4198"
"2018-01-01 00:00:00","ruby","1160"
"2018-01-01 00:00:00","swift","3736"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c","2140"
"2018-02-01 00:00:00","c#","8568"
"2018-02-01 00:00:00","c++","4565"
"2018-02-01 00:00:00","delphi","213"
"2018-02-01 00:00:00","go","581"
"2018-02-01 00:00:00","java","12012"
"2018-02-01 00:00:00","javascript","17201"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","php","9084"
"2018-02-01 00:00:00","python","16282"
"2018-02-01 00:00:00","r","4499"
"2018-02-01 00:00:00","ruby","1031"
"2018-02-01 00:00:00","swift","3399"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2460"
"2018-03-01 00:00:00","c#","9776"
"2018-03-01 00:00:00","c++","5172"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","603"
"2018-03-01 00:00:00","java","13539"
"2018-03-01 00:00:00","javascript","19128"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9788"
"2018-03-01 00:00:00","python","17878"
"2018-03-01 00:00:00","r","5102"
"2018-03-01 00:00:00","ruby","1061"
"2018-03-01 00:00:00","swift","4041"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2182"
"2018-04-01 00:00:00","c#","9228"
"2018-04-01 00:00:00","c++","4657"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","go","619"
"2018-04-01 00:00:00","java","13463"
"2018-04-01 00:00:00","javascript","17940"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8906"
"2018-04-01 00:00:00","python","16945"
"2018-04-01 00:00:00","r","4727"
"2018-04-01 00:00:00","ruby","985"
"2018-04-01 00:00:00","swift","3565"
"2018-05-01 00:00:00","assembly","295"
"2018-05-01 00:00:00","c","2365"
"2018-05-01 00:00:00","c#","9910"
"2018-05-01 00:00:00","c++","4680"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","630"
"2018-05-01 00:00:00","java","13440"
"2018-05-01 00:00:00","javascript","18048"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9408"
"2018-05-01 00:00:00","python","17546"
"2018-05-01 00:00:00","r","4731"
"2018-05-01 00:00:00","ruby","1033"
"2018-05-01 00:00:00","swift","3612"
"2018-06-01 00:00:00","assembly","205"
"2018-06-01 00:00:00","c","1831"
"2018-06-01 00:00:00","c#","8778"
"2018-06-01 00:00:00","c++","4084"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","674"
"2018-06-01 00:00:00","java","11768"
"2018-06-01 00:00:00","javascript","17167"
"2018-06-01 00:00:00","perl","238"
"2018-06-01 00:00:00","php","8400"
"2018-06-01 00:00:00","python","16778"
"2018-06-01 00:00:00","r","4482"
"2018-06-01 00:00:00","ruby","989"
"2018-06-01 00:00:00","swift","3136"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1597"
"2018-07-01 00:00:00","c#","9389"
"2018-07-01 00:00:00","c++","3906"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","687"
"2018-07-01 00:00:00","java","11726"
"2018-07-01 00:00:00","javascript","17798"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","php","8525"
"2018-07-01 00:00:00","python","17917"
"2018-07-01 00:00:00","r","4403"
"2018-07-01 00:00:00","ruby","940"
"2018-07-01 00:00:00","swift","3664"
"2018-08-01 00:00:00","assembly","176"
"2018-08-01 00:00:00","c","1676"
"2018-08-01 00:00:00","c#","9472"
"2018-08-01 00:00:00","c++","3900"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","704"
"2018-08-01 00:00:00","java","11285"
"2018-08-01 00:00:00","javascript","17838"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8452"
"2018-08-01 00:00:00","python","17721"
"2018-08-01 00:00:00","r","4100"
"2018-08-01 00:00:00","ruby","875"
"2018-08-01 00:00:00","swift","3562"
"2018-09-01 00:00:00","assembly","256"
"2018-09-01 00:00:00","c","1830"
"2018-09-01 00:00:00","c#","8348"
"2018-09-01 00:00:00","c++","3735"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","671"
"2018-09-01 00:00:00","java","10697"
"2018-09-01 00:00:00","javascript","15984"
"2018-09-01 00:00:00","perl","205"
"2018-09-01 00:00:00","php","7626"
"2018-09-01 00:00:00","python","16000"
"2018-09-01 00:00:00","r","3749"
"2018-09-01 00:00:00","ruby","776"
"2018-09-01 00:00:00","swift","3134"
"2018-10-01 00:00:00","assembly","320"
"2018-10-01 00:00:00","c","2444"
"2018-10-01 00:00:00","c#","9324"
"2018-10-01 00:00:00","c++","4296"
"2018-10-01 00:00:00","delphi","222"
"2018-10-01 00:00:00","go","790"
"2018-10-01 00:00:00","java","12475"
"2018-10-01 00:00:00","javascript","17388"
"2018-10-01 00:00:00","perl","277"
"2018-10-01 00:00:00","php","8129"
"2018-10-01 00:00:00","python","18121"
"2018-10-01 00:00:00","r","4353"
"2018-10-01 00:00:00","ruby","896"
"2018-10-01 00:00:00","swift","3262"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2516"
"2018-11-01 00:00:00","c#","8457"
"2018-11-01 00:00:00","c++","4334"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","717"
"2018-11-01 00:00:00","java","11675"
"2018-11-01 00:00:00","javascript","16154"
"2018-11-01 00:00:00","perl","235"
"2018-11-01 00:00:00","php","7048"
"2018-11-01 00:00:00","python","17986"
"2018-11-01 00:00:00","r","4223"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","swift","2974"
"2018-12-01 00:00:00","assembly","221"
"2018-12-01 00:00:00","c","2188"
"2018-12-01 00:00:00","c#","7533"
"2018-12-01 00:00:00","c++","3550"
"2018-12-01 00:00:00","delphi","175"
"2018-12-01 00:00:00","go","656"
"2018-12-01 00:00:00","java","10419"
"2018-12-01 00:00:00","javascript","14250"
"2018-12-01 00:00:00","perl","220"
"2018-12-01 00:00:00","php","6183"
"2018-12-01 00:00:00","python","15702"
"2018-12-01 00:00:00","r","3397"
"2018-12-01 00:00:00","ruby","806"
"2018-12-01 00:00:00","swift","2777"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c","2275"
"2019-01-01 00:00:00","c#","8728"
"2019-01-01 00:00:00","c++","3901"
"2019-01-01 00:00:00","delphi","215"
"2019-01-01 00:00:00","go","653"
"2019-01-01 00:00:00","java","10997"
"2019-01-01 00:00:00","javascript","16001"
"2019-01-01 00:00:00","perl","264"
"2019-01-01 00:00:00","php","7141"
"2019-01-01 00:00:00","python","16920"
"2019-01-01 00:00:00","r","3941"
"2019-01-01 00:00:00","ruby","916"
"2019-01-01 00:00:00","swift","2899"
"2019-02-01 00:00:00","assembly","224"
"2019-02-01 00:00:00","c","2050"
"2019-02-01 00:00:00","c#","8333"
"2019-02-01 00:00:00","c++","3724"
"2019-02-01 00:00:00","delphi","190"
"2019-02-01 00:00:00","go","626"
"2019-02-01 00:00:00","java","10966"
"2019-02-01 00:00:00","javascript","15666"
"2019-02-01 00:00:00","perl","250"
"2019-02-01 00:00:00","php","7232"
"2019-02-01 00:00:00","python","17500"
"2019-02-01 00:00:00","r","4242"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","swift","2674"
"2019-03-01 00:00:00","assembly","276"
"2019-03-01 00:00:00","c","2374"
"2019-03-01 00:00:00","c#","8943"
"2019-03-01 00:00:00","c++","4418"
"2019-03-01 00:00:00","delphi","186"
"2019-03-01 00:00:00","go","721"
"2019-03-01 00:00:00","java","12008"
"2019-03-01 00:00:00","javascript","17299"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7743"
"2019-03-01 00:00:00","python","19863"
"2019-03-01 00:00:00","r","4486"
"2019-03-01 00:00:00","ruby","843"
"2019-03-01 00:00:00","swift","2942"
"2019-04-01 00:00:00","assembly","303"
"2019-04-01 00:00:00","c","2426"
"2019-04-01 00:00:00","c#","9090"
"2019-04-01 00:00:00","c++","4367"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","go","650"
"2019-04-01 00:00:00","java","11136"
"2019-04-01 00:00:00","javascript","16134"
"2019-04-01 00:00:00","perl","205"
"2019-04-01 00:00:00","php","7126"
"2019-04-01 00:00:00","python","19794"
"2019-04-01 00:00:00","r","4593"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3066"
"2019-05-01 00:00:00","assembly","234"
"2019-05-01 00:00:00","c","2087"
"2019-05-01 00:00:00","c#","9003"
"2019-05-01 00:00:00","c++","4118"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","go","672"
"2019-05-01 00:00:00","java","11056"
"2019-05-01 00:00:00","javascript","16110"
"2019-05-01 00:00:00","perl","221"
"2019-05-01 00:00:00","php","6912"
"2019-05-01 00:00:00","python","18875"
"2019-05-01 00:00:00","r","4293"
"2019-05-01 00:00:00","ruby","760"
"2019-05-01 00:00:00","swift","3096"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1724"
"2019-06-01 00:00:00","c#","7587"
"2019-06-01 00:00:00","c++","3635"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","526"
"2019-06-01 00:00:00","java","9607"
"2019-06-01 00:00:00","javascript","14775"
"2019-06-01 00:00:00","perl","235"
"2019-06-01 00:00:00","php","5976"
"2019-06-01 00:00:00","python","17187"
"2019-06-01 00:00:00","r","3941"
"2019-06-01 00:00:00","ruby","703"
"2019-06-01 00:00:00","swift","3082"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1747"
"2019-07-01 00:00:00","c#","8425"
"2019-07-01 00:00:00","c++","4260"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","624"
"2019-07-01 00:00:00","java","10805"
"2019-07-01 00:00:00","javascript","16116"
"2019-07-01 00:00:00","perl","236"
"2019-07-01 00:00:00","php","6624"
"2019-07-01 00:00:00","python","19715"
"2019-07-01 00:00:00","r","4196"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","swift","3030"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1547"
"2019-08-01 00:00:00","c#","7691"
"2019-08-01 00:00:00","c++","3282"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","629"
"2019-08-01 00:00:00","java","9060"
"2019-08-01 00:00:00","javascript","15181"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5779"
"2019-08-01 00:00:00","python","17993"
"2019-08-01 00:00:00","r","3948"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","swift","2530"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","2000"
"2019-09-01 00:00:00","c#","7829"
"2019-09-01 00:00:00","c++","3771"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","go","616"
"2019-09-01 00:00:00","java","9640"
"2019-09-01 00:00:00","javascript","14840"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5531"
"2019-09-01 00:00:00","python","16846"
"2019-09-01 00:00:00","r","3933"
"2019-09-01 00:00:00","ruby","715"
"2019-09-01 00:00:00","swift","2547"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c","2474"
"2019-10-01 00:00:00","c#","8397"
"2019-10-01 00:00:00","c++","4827"
"2019-10-01 00:00:00","delphi","151"
"2019-10-01 00:00:00","go","632"
"2019-10-01 00:00:00","java","11176"
"2019-10-01 00:00:00","javascript","15945"
"2019-10-01 00:00:00","perl","208"
"2019-10-01 00:00:00","php","6018"
"2019-10-01 00:00:00","python","20400"
"2019-10-01 00:00:00","r","4378"
"2019-10-01 00:00:00","ruby","847"
"2019-10-01 00:00:00","swift","3095"
"2019-11-01 00:00:00","assembly","282"
"2019-11-01 00:00:00","c","2504"
"2019-11-01 00:00:00","c#","8004"
"2019-11-01 00:00:00","c++","4718"
"2019-11-01 00:00:00","delphi","171"
"2019-11-01 00:00:00","go","603"
"2019-11-01 00:00:00","java","10290"
"2019-11-01 00:00:00","javascript","15728"
"2019-11-01 00:00:00","perl","219"
"2019-11-01 00:00:00","php","6062"
"2019-11-01 00:00:00","python","20545"
"2019-11-01 00:00:00","r","4279"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2864"
"2019-12-01 00:00:00","assembly","247"
"2019-12-01 00:00:00","c","2139"
"2019-12-01 00:00:00","c#","7189"
"2019-12-01 00:00:00","c++","4186"
"2019-12-01 00:00:00","delphi","125"
"2019-12-01 00:00:00","go","614"
"2019-12-01 00:00:00","java","8992"
"2019-12-01 00:00:00","javascript","14287"
"2019-12-01 00:00:00","perl","157"
"2019-12-01 00:00:00","php","5199"
"2019-12-01 00:00:00","python","18065"
"2019-12-01 00:00:00","r","3737"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2654"
"2020-01-01 00:00:00","assembly","229"
"2020-01-01 00:00:00","c","2049"
"2020-01-01 00:00:00","c#","7782"
"2020-01-01 00:00:00","c++","4217"
"2020-01-01 00:00:00","delphi","163"
"2020-01-01 00:00:00","go","647"
"2020-01-01 00:00:00","java","9917"
"2020-01-01 00:00:00","javascript","15986"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5874"
"2020-01-01 00:00:00","python","19923"
"2020-01-01 00:00:00","r","4141"
"2020-01-01 00:00:00","ruby","761"
"2020-01-01 00:00:00","swift","2890"
"2020-02-01 00:00:00","assembly","271"
"2020-02-01 00:00:00","c","1976"
"2020-02-01 00:00:00","c#","7695"
"2020-02-01 00:00:00","c++","4068"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","661"
"2020-02-01 00:00:00","java","10011"
"2020-02-01 00:00:00","javascript","15717"
"2020-02-01 00:00:00","perl","178"
"2020-02-01 00:00:00","php","5634"
"2020-02-01 00:00:00","python","19989"
"2020-02-01 00:00:00","r","4669"
"2020-02-01 00:00:00","ruby","653"
"2020-02-01 00:00:00","swift","2756"
"2020-03-01 00:00:00","assembly","293"
"2020-03-01 00:00:00","c","2475"
"2020-03-01 00:00:00","c#","7774"
"2020-03-01 00:00:00","c++","4634"
"2020-03-01 00:00:00","delphi","166"
"2020-03-01 00:00:00","go","652"
"2020-03-01 00:00:00","java","11032"
"2020-03-01 00:00:00","javascript","17534"
"2020-03-01 00:00:00","perl","196"
"2020-03-01 00:00:00","php","5644"
"2020-03-01 00:00:00","python","22608"
"2020-03-01 00:00:00","r","5115"
"2020-03-01 00:00:00","ruby","711"
"2020-03-01 00:00:00","swift","2906"
"2020-04-01 00:00:00","assembly","378"
"2020-04-01 00:00:00","c","3247"
"2020-04-01 00:00:00","c#","8562"
"2020-04-01 00:00:00","c++","6199"
"2020-04-01 00:00:00","delphi","231"
"2020-04-01 00:00:00","go","795"
"2020-04-01 00:00:00","java","12572"
"2020-04-01 00:00:00","javascript","20856"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6592"
"2020-04-01 00:00:00","python","27571"
"2020-04-01 00:00:00","r","6166"
"2020-04-01 00:00:00","ruby","766"
"2020-04-01 00:00:00","swift","3440"
"2020-05-01 00:00:00","assembly","358"
"2020-05-01 00:00:00","c","3360"
"2020-05-01 00:00:00","c#","8575"
"2020-05-01 00:00:00","c++","6385"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","go","751"
"2020-05-01 00:00:00","java","11993"
"2020-05-01 00:00:00","javascript","21445"
"2020-05-01 00:00:00","perl","213"
"2020-05-01 00:00:00","php","6488"
"2020-05-01 00:00:00","python","29374"
"2020-05-01 00:00:00","r","6005"
"2020-05-01 00:00:00","ruby","695"
"2020-05-01 00:00:00","swift","3509"
"2020-06-01 00:00:00","assembly","329"
"2020-06-01 00:00:00","c","2582"
"2020-06-01 00:00:00","c#","7884"
"2020-06-01 00:00:00","c++","5612"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","706"
"2020-06-01 00:00:00","java","10800"
"2020-06-01 00:00:00","javascript","19769"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5902"
"2020-06-01 00:00:00","python","27049"
"2020-06-01 00:00:00","r","5432"
"2020-06-01 00:00:00","ruby","613"
"2020-06-01 00:00:00","swift","3150"
"2020-07-01 00:00:00","assembly","271"
"2020-07-01 00:00:00","c","2093"
"2020-07-01 00:00:00","c#","7792"
"2020-07-01 00:00:00","c++","5160"
"2020-07-01 00:00:00","delphi","193"
"2020-07-01 00:00:00","go","641"
"2020-07-01 00:00:00","java","10422"
"2020-07-01 00:00:00","javascript","19845"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5916"
"2020-07-01 00:00:00","python","26238"
"2020-07-01 00:00:00","r","4935"
"2020-07-01 00:00:00","ruby","697"
"2020-07-01 00:00:00","swift","2981"
"2020-08-01 00:00:00","assembly","265"
"2020-08-01 00:00:00","c","1890"
"2020-08-01 00:00:00","c#","7047"
"2020-08-01 00:00:00","c++","4770"
"2020-08-01 00:00:00","delphi","182"
"2020-08-01 00:00:00","go","707"
"2020-08-01 00:00:00","java","9286"
"2020-08-01 00:00:00","javascript","17999"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4963"
"2020-08-01 00:00:00","python","22974"
"2020-08-01 00:00:00","r","4492"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2673"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2145"
"2020-09-01 00:00:00","c#","6442"
"2020-09-01 00:00:00","c++","3911"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","728"
"2020-09-01 00:00:00","java","8916"
"2020-09-01 00:00:00","javascript","16750"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4754"
"2020-09-01 00:00:00","python","21694"
"2020-09-01 00:00:00","r","4751"
"2020-09-01 00:00:00","ruby","513"
"2020-09-01 00:00:00","swift","2549"
"2020-10-01 00:00:00","assembly","343"
"2020-10-01 00:00:00","c","2365"
"2020-10-01 00:00:00","c#","6180"
"2020-10-01 00:00:00","c++","4318"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","590"
"2020-10-01 00:00:00","java","8912"
"2020-10-01 00:00:00","javascript","16399"
"2020-10-01 00:00:00","perl","171"
"2020-10-01 00:00:00","php","4563"
"2020-10-01 00:00:00","python","22758"
"2020-10-01 00:00:00","r","5065"
"2020-10-01 00:00:00","ruby","491"
"2020-10-01 00:00:00","swift","2313"
"2020-11-01 00:00:00","assembly","374"
"2020-11-01 00:00:00","c","2691"
"2020-11-01 00:00:00","c#","5970"
"2020-11-01 00:00:00","c++","4309"
"2020-11-01 00:00:00","delphi","193"
"2020-11-01 00:00:00","go","525"
"2020-11-01 00:00:00","java","8455"
"2020-11-01 00:00:00","javascript","15488"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4603"
"2020-11-01 00:00:00","python","22113"
"2020-11-01 00:00:00","r","4803"
"2020-11-01 00:00:00","ruby","500"
"2020-11-01 00:00:00","swift","2158"
"2020-12-01 00:00:00","assembly","299"
"2020-12-01 00:00:00","c","2638"
